Type,                        Txhash,                        BlockTime Unix,                        BlockTime,                        Fee (SOL),                        TokenAccount,                        ChangeType,                        SPL BalanceChange,                        PreBalancer,                        PostBalancer,                        TokenAddress,                        TokenName(off-chain),                        Symbol(off-chain),                        SolTransfer Source,                        SolTransfer Destination,                        Amount (SOL)
TokenChange,2m8JMz2seeztz3FYnwJ8oAM9aHAq3KXeqs1m9vgbF3KrUJZPV1LnQuefGBsBz9eKRftwaU4UdMruPsicDEUMJfjk,1652412161,2022-05-13T03:22:41,0.000005,71m6VRuSm5wqWjkgjhX4SYZZVskJdX2AgizLdJKYJnfh,dec,-1,1,0,577amNSZ8azj9LdaNnt71wQaqqJd41BqswKvWeWnHzN1,Solana Puppy Pound #3072,,,,
TokenChange,5eDdUMfwogjCozc2ceZQA96eEraFK5ZX64doectuJYVNN5vR2Str91RzgE56ojay9g2mKfBsZGxKQGzFM55g541B,1652412128,2022-05-13T03:22:08,0.000005,44KYPDhxMnv1pMBozSrSqF6rZUQU6ZzqSj2ryYDpRC5a,dec,-1,1,0,BbUWC1SkPj2W68DbMEW58Wzudz8EXQ9JDRHe67d1zYT6,Solana Puppy Pound #673,,,,
TokenChange,3KvMWNf6wWc4q6Zq5WBo1wm4PLjVoKn8cVFocTgvHafPVsw38vqgPQKweUv1QA1tZGfe1Hyc3ux9rzWxXQdfNMdm,1652412126,2022-05-13T03:22:06,0.000005,5VYTEX866tKQwA5oAaoCw2UgshvPLEFJmjGKRmhq29ie,dec,-1,1,0,DzfhfqSKa7RTgmcGWx1ewTW61hkJ4eB686rEohyyHLdu,Solana Puppy Pound #8811,,,,
TokenChange,5peAy8xdd99hdfDRpqVua6m9zH3zmDHU5uUBUo5KFKytPriSBA2MRs4Samk8YfZ6xgPEF1owsAa58Ha5uKrhwc15,1652412126,2022-05-13T03:22:06,0.000005,HUgh9gHTQeQC5iKuNJYd7wPrGFtQsfBPYLFqgt6yUvod,dec,-1,1,0,H8ioQAHoLYTSVqKqYySQ9KQc4tJRmoRg5XWQWHJQjZBF,Solana Puppy Pound #5726,,,,
TokenChange,CUJS6PTNYJWYpFsQHW2jAokWpvJMWyBv9DJjkPQ2eFgbvKmL29dkDJr7WTRBypAxeXbMnj5UYyMv9W51fcBPvcx,1652412116,2022-05-13T03:21:56,0.000005,HBdrXcrDjPu8QMDUQ6gxgjqPRhoWiJZ5ARTtTCtxsW3T,dec,-1,1,0,CRy9uhyPgtUXn6gciWfB5q3gtJgsADGctiN9CNW3NVo6,Solana Puppy Pound #9019,,,,
TokenChange,4QHbLSKLicRT5SDtKcmEdNrGZUZGnNG9pDNzuxjeEQtgmA29igSnYWXZWN3eV2P9Fejsf73rs6St7DqhvGE4dTPt,1652412116,2022-05-13T03:21:56,0.000005,3w1A41tRXciRqgFngv6UtaAyE1nPLywc8Ln6Cb9gxJ1z,dec,-1,1,0,HP6St34Vc3jSKR7CRg1KzGTEHnXkHQukKsMKtNCCJHqN,Solana Puppy Pound #6824,,,,
TokenChange,5eDFUD3maChJwmCFKvznXhoqEwvecXmztNEHQ6P4EDJD9nmhTMZedE2mou3e9qd6gqXt4LoT9a9Do8YLcVgHGC6U,1652412115,2022-05-13T03:21:55,0.000005,2sEFMwZ3gPzKFqkL1BDBDsmnW643AR7cxGxuH8qQA4Pf,dec,-1,1,0,DrUiwXSgSgrofD8kNxrX33z9rMXtcUq21aQf8xyzZZHy,Solana Puppy Pound #4861,,,,
TokenChange,ogvUQ5rZTvdYrci6MkqeJGkem1ALK4QZBR8GGiSaBX2VwZVw4vHAc6bLcsYGCfqR63EyayqHh8uEo1zKqNeAGvD,1652412108,2022-05-13T03:21:48,0.000005,5bgQHCd3H3hS7ppbx6h5xugNzEB5KUbgjjFchcVgspLg,dec,-1,1,0,DdbQTP2YP8s7xfQqP6BkxYkQyLv78N6eyJUm46WiG1zy,Solana Puppy Pound #5786,,,,
TokenChange,4WNfSsV5fvpCX1zt1UAGpQsz5Zv1L85HVvrKajv5GoTuDCFumZxrpyefQWzsAfSnW7qeA38EFGQAKfPbCZo8PfGh,1652412101,2022-05-13T03:21:41,0.000005,HASMivDymbpT5BVrxM1BKLMY1bVerGp6QBhxV7fFHQcd,dec,-1,1,0,8nr6LngPEew6NN5nzksHX7MzJf64KWAcFe2g4mwaAcuF,Solana Puppy Pound #193,,,,
TokenChange,2A1TPkUFmWRmcjRm1EmWQgD6LiBkSgCFGuj9rcVrtQLHbDXrsNksnwzhi6U4NuaipdkDfZzMZUjzGJyqwEDah99A,1652412101,2022-05-13T03:21:41,0.000005,3HvyZBqMJ7LEpm4to7ksRDGf4qmZWiTuRCgUjZS61jzi,dec,-1,1,0,HWz1SoPRajvakohyESXrWnhvArXUJiWJaMsqKSHKUk4h,Solana Puppy Pound #9595,,,,
TokenChange,gsc4QyQnjcCRw2vq6R5PUMNE1U1J1vXBe97zaws4JGNQeFujeKoRFZr6s8oj72PyEXxRB1JYEKW951AXxPUEPbC,1652412094,2022-05-13T03:21:34,0.000005,3mbYTsoeaCQKsesjSWw9RJuszsYWjcSuTo7uALMRM7wD,dec,-1,1,0,CAdf4FJiXUSq1UtDTpmKfVU8VTZjcGoPsYfPDUM9cDcN,Solana Puppy Pound #950,,,,
TokenChange,kBGQgiCFaHhbLRAxhxVWtMKdK1AYEFade8dE6o64KKpuPm2QRr2UtdtGZrHc66bfoJszjC6E3a8aAUPuP5e5SCQ,1652412094,2022-05-13T03:21:34,0.000005,561jks69TGVf6m8PPC4EUbxC1aJ7KW8A2UQcy1fMPaZZ,dec,-1,1,0,CwctwLjL3KHLk96WzHcWrw3vyihuVQqSzQSiGqx5XSCc,Solana Puppy Pound #8702,,,,
TokenChange,3TVfsZEVEVao9hfyxBEf7suHXzYrN1QSXPAcgpRvmMhRZsrBH5HkmeXbA4F7DfxkVy1Zn3MuYgM3tdLkeqYJxUtc,1652412090,2022-05-13T03:21:30,0.000005,6DPJt2ktbC24zXearDrneo5fbs875UDuRbjxXt3qxXvK,dec,-1,1,0,34RzEThfeq3P7maLYG8akc6zHte2DLf3ErSjsMb1NfVH,Solana Puppy Pound #7391,,,,
TokenChange,iGTEnVuzHbjtAd9ka1WDygu54ZfHdtSxqfa5Nip9BnBJUHeQVVvCSE4QTyvZoc3nUDGsrcRbwboGmyJzndhcn7W,1652412087,2022-05-13T03:21:27,0.000005,B2yxBLtWqyBhzWUUzHPoPkKSRwURtaxYzxJE8VQvihyZ,dec,-1,1,0,3P8tZoNuK75XB41nAHzzgNdjup2eRxXos8eT819sNPn4,Solana Puppy Pound #7594,,,,
TokenChange,3wfBN9TXF4yx8cwtecsmNTjNMWqkGJ6DHWLocELbyMyh1YC7mXB4U2YjVAAHtgZvq7xKUZhFMLHLjYce8ycJ11Gy,1652412087,2022-05-13T03:21:27,0.000005,HicmdUZf2r5pPytxP7mo65vQkuwYaWogbNsRq8SpKnL,dec,-1,1,0,3t74D7LNVT6uUDtxcStjAGL5oNUpw1pQCgSMZvdwNhCh,Solana Puppy Pound #5039,,,,
TokenChange,2qov92o8UiWo3X2skUYrGPNSRkop6ZoWiiocS6REGLQvSYi4vUDcwE8d7K6Gi8uADtPNBm67MmHq5eKdahAZp2wp,1652412087,2022-05-13T03:21:27,0.000005,GHw781HkGE9q3arkh1ViMRvtEsPsY4Mcr4LS542p5zub,dec,-1,1,0,5zQBHggyp5qhL7C8Xb9cLcpHhwS63JVLo6VJNMEEAGc7,Solana Puppy Pound #6797,,,,
TokenChange,3mjAhSnqKiwPFK8VBCFwwpRkdbuqZxUm5fcmaGALqhFdqR6QE1UytCVCFRFMbrPqYEqPKtmD9SfxryD8Q6GfLUWo,1652412087,2022-05-13T03:21:27,0.000005,EiG5GASdFYdZU9HFBCC43c8qxsAz6tCjdL5dMjUgj5nM,dec,-1,1,0,9qGQTDhY56GP8ukNk3gs1NAcsoYwHKvFeeQApadGHv1K,Solana Puppy Pound #2463,,,,
TokenChange,4wseuGBmHiWYeXozPho6CPpXYgoT5aCYjgdTkMnPPHf43xdkXRSVfSQhTXAGUXx3muuaPWh3wqqLwfwwRTjm6c9B,1652412078,2022-05-13T03:21:18,0.000005,8o3J2XqRtZBXqiBBwipAgEKcHPj3A4TKiGE6mbpB69iu,dec,-1,1,0,EN8h126wM2u61J5yEYpQLG9mCoVoqTdv31ndTJ9pXqP4,Solana Puppy Pound #7237,,,,
TokenChange,4GPheEHYUSHxxKSYJWVbSZnex5eCtE6KAoRafhA5RbB2oRPzv7hFW62iez7Gqk6Kpno1c2ZHF6r3Ssx4HfDsp9eK,1652412077,2022-05-13T03:21:17,0.000005,3d3C7ZKN42Wie4cy5naTDniQS4bcv2vB1f9T8z7gJV9a,dec,-1,1,0,zh2D8pKNDr8kPSYYqhyY1F6u3C4N4NinmmTuzJfVxHQ,Solana Puppy Pound #3708,,,,
TokenChange,4mHaB97QV7vA6YBKnMkuyHpijNpMdxWY54waEoAAG1k8tWvXQrBVKMkwmUJnUAtpEG4UM3FxDyYbR8wUyp3jfGsC,1652412063,2022-05-13T03:21:03,0.000005,JD5bAoNMbbe2EKYrnhvtVyRrpGTFX9YB2imjh35PEYS4,dec,-1,1,0,3kjHbseBz8aH731G5CcC1KXo1DRRYGyZ6ryxqcB26hrt,Solana Puppy Pound #2117,,,,
TokenChange,38v4Fu3SGnVRTQKLTnPUrjc3YBMDZPwmp4vJMvdsm4amCXQqj9BL6DpcvahyYJcSEVXpkisifJkSYCq3zAUPZgGX,1652412059,2022-05-13T03:20:59,0.000005,DLRQWj8VuNceszkQxf8sJcKJxx4K6KRevjjn1e7tHnH4,dec,-1,1,0,Gys14vt3dEknEowX4Nnzkr4fCF9tM5oQQ4yHjH8aMnDd,Solana Puppy Pound #2279,,,,
TokenChange,5jhXRFU6exB4CUszJKkA7mGyRLDjmXCwTJJjSvAwVxvx8vXu6Wk36o7vu1PQJtPXANwgx7XAWCkvzBuP94WeqEj3,1652412056,2022-05-13T03:20:56,0.000005,FhkcvVaq8k4cMVG75paZP4TaSoDYo4D7z8hjUVN959sm,dec,-1,1,0,AAQFxXtMEjLxiFQfHNVtVx3BTgDji3dbV28dPVuzj2t4,Solana Puppy Pound #3164,,,,
TokenChange,3FKHJfqMREtCgTWsJ7qy65PNxk16iSrHaWZrTaDBUDLYjFKogk62YyjwnMDX4c9AdnhwQhrX7ejcdHziU9SPRYZr,1652412027,2022-05-13T03:20:27,0.000005,3WL3zz2YQZSH6U8uTzHxZyVM63CuvqoH2d2uc3qc78xX,dec,-1,1,0,3nLgJZiKzQ9rrH7yF6spitvKBDP9VVdW56Va8dv51ywv,Solana Puppy Pound #5725,,,,
TokenChange,641iXX4MRRV4C5QPvA8JPGuQUfmPPH2vCjJPtsaheidtyenWyzxPd5FED9q32u3AesyCaNnKpkvpoajzDFR9Bijp,1652412025,2022-05-13T03:20:25,0.000005,4h81tHWevNjnbzt5CqVFXHME68V8yySbbB3jNH3PACxA,dec,-1,1,0,FTGcw4wLTuCdCHwKKneygR7xQp6PFLzsf6zyPacfEomq,Solana Puppy Pound #573,,,,
TokenChange,2NFs8YhhRSixdPeqybCeMsG5pLGtWSMYUTH66qr4zGhdDiGTrMZEU9Zx2SPMVbc3TP7m2YxE1N6P6FvSFfxNofQU,1652412022,2022-05-13T03:20:22,0.000005,22vjG1jTFQcG9MFzmvC6JtUdhjrPNd2MbMZdSucLq1n2,dec,-1,1,0,F28kbhmaKG1avZdFPhnzccAaLV1fQk53GKxukCaCFako,Solana Puppy Pound #6159,,,,
TokenChange,2KY5YFrqjLsG4Jkv8NQ3sW8GEMTpvsukGnv6gmFa1zDZ4VrtBvnGH1qDq6zpdZGmLra2iQcJDtvjdU8nSARMDpRb,1652412018,2022-05-13T03:20:18,0.000005,9S5mogSfUYcThGnVka5sgCrNFJXDrRXBBZq6oxHUcEif,dec,-1,1,0,3E93nA2XBv9QtgRSp8MEq4MrH8FQLYHw1HcJPWtXMXLp,Solana Puppy Pound #9182,,,,
TokenChange,4LQpffPbfeYwb5wRLayK51Ntw6Hkdt44RattTUrGSrydbyBhSaMaZ5A4wvhMhxDMKVdAf8LMXR1U9hS16M1fXJTx,1652412018,2022-05-13T03:20:18,0.000005,GnDVwe4YJwXo77w6pFJ76ccPpn8jXS4EmwnGpWZNaQyp,dec,-1,1,0,8rppsgP5TWdcVwJKGyCCHkDgobdwtHFDTQN4DNCi6gHN,Solana Puppy Pound #9854,,,,
TokenChange,XdaGjuSgRZENgK74TsHsgjmnzMUv7Rk2Kwvcx3fQa56sioUkxfkJ77PLzuKLFSwRKeE9jPE3kStuX1K4KXvMcqK,1652412013,2022-05-13T03:20:13,0.000005,5e1vvetQKGWC1SPuCHviiy5vsSn87s6D8EtSisf7nWyh,dec,-1,1,0,4bmqwnmcLi3Ta1rf97rhS2eJQzRPaKpDva5FDUqoxm7w,Solana Puppy Pound #7878,,,,
TokenChange,ctBtyQo41RcZ7qoVnp3zHsYhaapwcMGaWjZhkUUZrJuPqUJ6wbgXCk4DjeLKtQUtvxnXLj1XJmogS8qqETVE989,1652412013,2022-05-13T03:20:13,0.000005,FyCa3d1STNrQeQGdqYHjtgKfYy4LnoohTirE58U5ahtN,dec,-1,1,0,8QQwiMZLNTnw6RTqQ8PCWpBNn92g2FZq3eeD3cM8nt6x,Solana Puppy Pound #7018,,,,
TokenChange,2JSYwW5SDdcyDszkchKrpaHM8NjsAUJsgQXDKNVMQksAk6ptKtxnY93uhhrb7SJspnPU4n89PqqGFsq6SLKymXTK,1652412000,2022-05-13T03:20:00,0.000005,69bhsuJVJyhgijWva17tKDfYxPGFAjTBrVqCv1g5GopX,dec,-1,1,0,7yPRujQqMNHSP28a2CibgrQykEPh6L3B8cXbkrBKSvBL,Solana Puppy Pound #7655,,,,
TokenChange,316qEuotogbTmsoj2XTiSffucqdFqCVQXFLy2174uyt1qv7cnMFU4pjQwp4yr9PycMfTaRizN8ruvg9jyEmLDXqU,1652411995,2022-05-13T03:19:55,0.000005,FagQFqEWwpuT15Bc5SnqbNe6kPkGiQeQtHxdhq88ob4w,dec,-1,1,0,54Pf6pLUH8fypzZJ3x5vPhFH9DQHgaPfo2p9eZWMcL6f,Solana Puppy Pound #9405,,,,
TokenChange,44S83Fmvo82aBQt1Gvq1rXZZL642rLa6MpnPD4bAoEnYmeun1oMMKfKfkUUq3iyT9qzD5fLpjmHSkZjaEVro6HXm,1652411995,2022-05-13T03:19:55,0.000005,5NQAQ1iirevE7hVCU5hk1aATEvWYhxebF2TTJ4QCEd5K,dec,-1,1,0,GE1pPkWbbHeUDCwtFhPSUfRyFAeyQh4DTbqBYCuLMsqp,Solana Puppy Pound #3126,,,,
TokenChange,3w5ha953cvBugCkdye4FxbFj5SvLB12cmxsxJu8j5wp4AhhzgZ7pKg1HCxvWamHQQDy7WWyx32MfgbH82o4WkCmc,1652411995,2022-05-13T03:19:55,0.000005,DQmiw7dRQLkJ7aYyAdekfGACBzu55CQAowWZMwMA81Me,dec,-1,1,0,GidqJgh24NCxuXjr3Zmy4iRMXoVYBt6TajeMnkS6B6cq,Solana Puppy Pound #6666,,,,
TokenChange,4dEEHEZuakvetDseQvMEdXk2QhNdW3WoqXZ62wDZe6E14eUPqLqYnCSKxFUwpiu6XBowm68MD3GRJPV8n5MaeaGj,1652411966,2022-05-13T03:19:26,0.000005,9vdZortaZqsBdsG9CC8ZHvUyE3P1up6N7tgYTywi24dF,dec,-1,1,0,4LYTyf1f7qePS1hCx3educfUcfUTg99ebAGcGmraeGsa,Solana Puppy Pound #1375,,,,
TokenChange,4vc9dGQ7XASJMR5CNdgkQm7JThtTVxYyLtDeyGJo9gDFMxaUPNzgjYcRGdNu3E7u9oDaFDZxLvhbUa5fSo6y6qSs,1652411966,2022-05-13T03:19:26,0.000005,jeVh4fxvN49pF3MgmGsZTGNWzff1Eu564TtFZ6T7DfP,dec,-1,1,0,8ojNTj55Dv3Frf8BDmf8MFYVbfgajnZXnQ1NTxb6CBd7,Solana Puppy Pound #6268,,,,
TokenChange,2cCFY39pyggPMsBXuTBhJbWEcjGPWgcdtc1fnuUk89tKyGvpq8qiJMvmcdRrKpCKu1RntoHVZtryYt8wbeKA8ih7,1652411966,2022-05-13T03:19:26,0.000005,DFgBiZam2KPvjSCHAhUysNfaZAtUWkRxcuLaHFpWcPhb,dec,-1,1,0,FhNi5EBYoLJT2qNnzDxozdgJAXg3janrVJiZvVg67b9f,Solana Puppy Pound #7596,,,,
TokenChange,4uRuLL5eSvcggkZs8SxAmYqGyXzqgzYWEAM6ruDVk59mZiJdUUkhU2gtc5i3wpPLa8hxv15Lmc2rPHjey7n5xbHh,1652411964,2022-05-13T03:19:24,0.000005,Bx9uCXFhcg5J1KRkRLAHwfJ3YGQ3cKPWsLzMeaoTvD2L,dec,-1,1,0,8f66urpcNaBrfJoMNU3kkp9qU7hcqQQ6mg85qtYNuo7E,Solana Puppy Pound #9760,,,,
TokenChange,2HeTAuyFZ5aEG2V66daeB6SZBzDZfpCxN452iMNvgeTudXsEcs9bs3KFGqQmU2DCH84HGEA6TxuxtAUMhzAq5Rzx,1652411959,2022-05-13T03:19:19,0.000005,6NFyD3w5qo3rsjXkVd7Hz9AMWDpiyvnnQHwr9X7tUst9,dec,-1,1,0,C7J2quMhL6M19vSqNAZ1tfBbkU3tsQhqR63RCBKrXUQi,Solana Puppy Pound #5358,,,,
TokenChange,2oD22jZSd5aDjoDPRvn6WeFDdzv25b8sJR5kHqqvL9Ubf93W9CZQZs3GrbcuGAM21yDXDaTu5pq4FanKeYNwrRKf,1652411955,2022-05-13T03:19:15,0.000005,6STmWswV9FCXrjhBrwgvg5gesFniqsFguGcBME7E2fvz,dec,-1,1,0,221n2byBWXajvNaafzSyMWHZLHJLx7BZhbWGt5CioVHm,Solana Puppy Pound #2879,,,,
TokenChange,5uJeSB68nxeNNcLuAsXh1P18KDXbsvgF4ziCYHGxdcBYiFTx9sikj2NYkokWjN1NPsADnzUi3ZuFQhdFHPrrxQqc,1652411955,2022-05-13T03:19:15,0.000005,2JQN1h7azGeniZwbFZKYxWgXPJTtepuGFgcrD7bMX2Dv,dec,-1,1,0,HrWHaKZHgy2LC6tMoeSVxyDe9Uz3r4vpGjBfwKxj7bpN,Solana Puppy Pound #2282,,,,
TokenChange,4b3jWtCUicdLTqtNjZ6ujAFHiqtRtTRZV14pZVhXyzUUNBjnVawVj58WvN8s8hzfv89ewnscPTKFDUDg2Rc9KTS9,1652411950,2022-05-13T03:19:10,0.000005,2gZXQmjeE2k5f7gzekeGBBA3mkLtRgJeVwpnLbTuyAnk,dec,-1,1,0,2X6rParCZteUKBgLw7it7D6VKWAtV9AR29HdvUbE3oqU,Solana Puppy Pound #1918,,,,
TokenChange,29rW3FtZJh6PvpJqHMthRjz15vZ4Z6vvPWpCYM94pFBPBt1ptcUAVvcuNB5DAg69xa1GsCqVWprHZL4XZKVhiRtt,1652411948,2022-05-13T03:19:08,0.000005,CxFJBdVgVNjftWDkwyHTz4bdMsrXQPgyy2dPF7HQRptg,dec,-1,1,0,72ELTd99wMjDXEKWKimTwcyY62dGxQKNhaQWcgeuLzeA,Solana Puppy Pound #6796,,,,
TokenChange,3QKn53huncLWJKxwcFQg7VpAkkhG1rJmgzk4EUWjMoSKwzSH3Hvmtq3VABHgCR7dgJnXyBqP8B6kGRsNaLZPD5Xt,1652411948,2022-05-13T03:19:08,0.000005,2t4VRxe7JpbYLBjSkDQhZsV9RzyUDcVEmfi7kjKyjB8A,dec,-1,1,0,CzBThRd4bEihLdHUc4Fu9avYaYdQTmmAR8hxrZkYJfE3,Solana Puppy Pound #109,,,,
TokenChange,3cnWrPcwpF2q9n3dscLG81QQv89kQnQXq9ezAD1MMJxKeArJubjL9dG6xjrVgy1onxUL1uh7joiJDhDyDLLQHRmZ,1652411944,2022-05-13T03:19:04,0.000005,9G1hNanvTpxJvhu5GNPH4JLrYkr8RYyhFRnrZbcmY1tS,dec,-1,1,0,G6fs3mt19otpcUBRbgCj9NSLCzcMn2H8eB3oz5tUKLFz,Solana Puppy Pound #3280,,,,
TokenChange,5qfd3jexdRRwy6GLHJXxdMy2BdFrNeGuAVVLRZrqhXrVViCvwhnR9Q8toDn6QQx5D6rMG41tpaZK4CXuBnHabL8a,1652411943,2022-05-13T03:19:03,0.000005,DMYwVm7oHERKZPnPvfiTk337wHNGJKF4RSpiYZPeggLt,dec,-1,1,0,49uPsdSRgyGBLtVPmuWemWxZYsbHzUacUw37rDNrAuJH,Solana Puppy Pound #2190,,,,
TokenChange,4MxaWuhTn1NerSd8fBTetR8msEN1K4mFQshJ3SrVc6AUqQPRoyFcvMBD8JxugQ9YMqUpunLGRRtc7q4a3dyoSDj7,1652411934,2022-05-13T03:18:54,0.000005,739XHPSoufTg2WCmZaKCvAcZshENQWBDUYrJtPsTYF1x,dec,-1,1,0,7cEiLxhEaMU1hAmfm773crHPJfNharNSqn7qgMUUvVwi,Solana Puppy Pound #8111,,,,
TokenChange,5rnwJaNL6ektM8WAoETYYaT46XeeEoTRjoUL35WbfwG8wxoCLLB3E7zgfqGrSiZ38GnNjeHnNxBtXDf1CtR1Rsqc,1652411934,2022-05-13T03:18:54,0.000005,AFZFBWJBFXkLSQSgT1UbC5Dzfkis49Yu2vYq5YJydAkU,dec,-1,1,0,J22H9uSddHEUsQyYRD6b5Az6n8ncAVTFaXu7uSuYc1Lv,Solana Puppy Pound #8347,,,,
TokenChange,63WhcmDRip6ru5VFJQSWzVZbGztGbMYAXh3khpY4uapmKstBeVv2WPLp9RMZMfC4GqiPDr7WyUDM4MNfoTiCdMWr,1652411915,2022-05-13T03:18:35,0.000005,GgsYRBjR4A9x3ypQfHL1EJ84XurHTp9TVBUKPXGwxhQi,dec,-1,1,0,3Dx99qZDTcxiMdWKw2FEF7tbi3DSiVyeWKRHh1PQbvC7,Solana Puppy Pound #8009,,,,
TokenChange,3Z7MKK8BLKZiTPagGxhamnhj3SfWCv5J6fEaigKXXDixDKE7hMBFpXLJeztsUurCcuH1DLNgUiJmnHy1rX127x2R,1652411908,2022-05-13T03:18:28,0.000005,63HN5cJAHRZY4vCkDFifHvgC9sw4GAbkEdyhNJXnDvTi,dec,-1,1,0,14Yhpbt2PiEmfud5G3SdYkKv4FFXncdhrEtcSEgYwxV6,Solana Puppy Pound #7374,,,,
TokenChange,3wTcM6Ay8LnLjSzCadWGGKSZKYE25LBqus2EXFSYfvvWvX6d5WpHfyG9oamWjWFKywmeixtWuft2PJXvfusktoCk,1652411908,2022-05-13T03:18:28,0.000005,HjAVYJKk7mrSe9Aap8EZGy3e9n7WVksqdrSNpL7Vxvqx,dec,-1,1,0,D6TTzXHQRrcax5zz2AW3Q36FZXR1h5XihrwgtsvvoBPX,Solana Puppy Pound #8544,,,,
